,city_name,fl,fon,house_number,latitude,longitude,m,od,oid,on,pb2b,pb2c,pla,pr,r12c,rid,sb2b,sb2c,street_name,svc,tc,tt
678,г. Барнаул,-,г. Барнаул ул. Георгия Исакова 166 -,166,53.362156,83.711243,,2018-05-26 00:00:00,2069043,"Барнаул, ул. Георгия Исакова 166",,88001000800,False,8,526178,22,False,True,ул. Георгия Исакова,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '19:00', 'ws': '08:00'}]"
679,г. Смоленск,-,г. Смоленск ул. Ново-Московская 2/8 -,2/8,54.794653,32.055944,,2018-05-25 00:00:00,2069059,"Смоленск, ул. Ново-Московская, д. 2/8",,88001000800,False,1,522761,67,False,True,ул. Ново-Московская,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '21:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '21:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '21:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '21:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '21:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '21:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 7, 'we': '21:00', 'ws': '10:00'}]"
680,г. Москва,-,г. Москва ш. Головинское 5 1 -,5 1,55.840258,37.491659,Водный стадион,2018-06-04 00:00:00,2069084,"Москва, Головинское шоссе 5/1",,88001000800,False,1,522161,77,False,True,ш. Головинское,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '22:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '22:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '22:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '22:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '22:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '22:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 7, 'we': '22:00', 'ws': '10:00'}]"
681,г. Тамбов,-,г. Тамбов ул. Чичерина 27 -,27,52.766203,41.39688,,2018-05-23 00:00:00,2069096,"Тамбов, ул. Чичерина, д. 27",,88001000800,False,1,522811,68,False,True,ул. Чичерина,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '22:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '22:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '22:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '22:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '22:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '22:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 7, 'we': '22:00', 'ws': '10:00'}]"
682,г. Кстово,-,г. Кстово пл. Ленина 5а -,5а,56.150499,44.211296,,2018-05-26 00:00:00,2069138,"Кстово, пл. Ленина 5а",,88001000800,False,1,523145,52,False,True,пл. Ленина,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '21:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '21:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '21:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '21:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '21:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '21:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 7, 'we': '21:00', 'ws': '10:00'}]"
683,г. Усолье-Сибирское,-,г. Усолье-Сибирское пр-кт Ленинский 66 -,66,52.732187,103.663868,,2018-06-02 00:00:00,2069224,"Усолье-Сибирское, пр-кр Ленинский 66",,88001000800,False,1,526341,38,False,True,пр-кт Ленинский,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '20:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '20:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '20:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '20:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '20:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '20:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 7, 'we': '20:00', 'ws': '10:00'}]"
684,г. Краснодар,-,г. Краснодар б-р Платановый 3 -,3,45.032279,38.910823,,2018-06-10 00:00:00,2069301,"Краснодар, б-р Платановый 3",,88001000800,False,10,524685,23,False,True,б-р Платановый,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': '2020-05-31 23:00:00', 'ds': '2020-05-16 00:00:00', 'rc': 'ТЦ закрыт'}","[{'be': None, 'bs': None, 'dn': 1, 'we': '20:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '20:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '20:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '20:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '20:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '20:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 7, 'we': '20:00', 'ws': '09:00'}]"
685,г. Волгоград,-,г. Волгоград пл. им Дзержинского 1б -,1б,48.799665,44.604758,,2018-06-14 00:00:00,2069322,"Волгоград, пл. им Дзержинского 1б",,88001000800,False,1,524252,34,False,True,пл. им Дзержинского,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '21:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '21:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '21:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '21:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '21:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '21:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 7, 'we': '21:00', 'ws': '10:00'}]"
686,г. Кемерово,-,г. Кемерово пр-кт Октябрьский 34 -,34,55.350484,86.133488,,2018-05-26 00:00:00,2069387,"Кемерово, пр-кт Октябрьский 34",,88001000800,False,3,526432,42,False,True,пр-кт Октябрьский,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': '2020-05-27 19:00:00', 'ds': '2020-05-26 20:00:00', 'rc': 'Больничный и отпуска сотрудников'}","[{'be': None, 'bs': None, 'dn': 1, 'we': '20:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '20:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '20:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '20:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '20:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '20:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 7, 'we': '20:00', 'ws': '10:00'}]"
687,г. Геленджик,-,г. Геленджик ул. Горького 6а -,6а,44.561834,38.080537,,2018-05-26 00:00:00,2069398,"Геленджик, ул. Горького 6а",,88001000800,False,1,524684,23,False,True,ул. Горького,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 7, 'we': '19:00', 'ws': '08:00'}]"
688,г. Улан-Удэ,-,г. Улан-Удэ ул. Корабельная 41 -,41,51.834842,107.573085,,2018-06-14 00:00:00,2070766,"Улан-Удэ, ул. Корабельная 41",,88001000800,False,1,526262,3,False,True,ул. Корабельная,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': '2020-06-03 18:00:00', 'ds': '2020-04-30 19:00:00', 'rc': 'Закрыт ТЦ'}","[{'be': None, 'bs': None, 'dn': 1, 'we': '22:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '22:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '22:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '22:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '22:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '22:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 7, 'we': '22:00', 'ws': '10:00'}]"
689,г. Иркутск,-,г. Иркутск ул. Байкальская 1 -,1,52.281274,104.29639,,2018-07-22 00:00:00,2070770,"Иркутск, ул. Байкальская 1",,88001000800,False,3,526342,38,False,True,ул. Байкальская,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '19:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '19:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '19:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '19:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '19:00', 'ws': '10:00'}]"
690,г. Чита,-,г. Чита ул. Шилова 100 -,100,52.065599,113.497265,,2018-08-27 00:00:00,2070917,"Чита, ул. Шилова 100",,88001000800,False,1,526261,75,False,True,ул. Шилова,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': '2020-06-02 17:00:00', 'ds': '2020-05-29 18:00:00', 'rc': 'Указ региональных властей'}","[{'be': None, 'bs': None, 'dn': 1, 'we': '22:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '22:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '22:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '22:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '22:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '22:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 7, 'we': '22:00', 'ws': '10:00'}]"
691,г. Санкт-Петербург,-,г. Санкт-Петербург ул. Кирочная 19 а -,19 а,59.943701,30.360101,,2018-06-27 00:00:00,2071213,Санкт-Петербург ул Кирочная 19 А,,88001000800,False,12,521150,47,False,True,ул. Кирочная,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '19:00', 'ws': '09:00'}]"
692,г. Орск,-,г. Орск ул. Ленина 89 -,89,51.248619,58.456331,,2018-06-09 00:00:00,2071304,"Орск, ул. Ленина 89",,88001000800,False,1,523224,56,False,True,ул. Ленина,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '20:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '20:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '20:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '20:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '20:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '20:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 7, 'we': '20:00', 'ws': '09:00'}]"
693,г. Оренбург,-,г. Оренбург ул. Салмышская 71 -,71,51.812676,55.181478,,2018-06-15 00:00:00,2071317,"Оренбург, ул. Салмышская 71",,88001000800,False,1,523223,56,False,True,ул. Салмышская,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '22:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '22:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '22:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '22:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '22:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '22:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 7, 'we': '22:00', 'ws': '10:00'}]"
694,г. Комсомольск-на-Амуре,-,г. Комсомольск-на-Амуре пр-кт Победы 14 -,14,50.58293,137.05988,,2018-06-22 00:00:00,2071481,"Комсомольск-на-Амуре, пр-кт Победы 14",,88001000800,False,2,527822,27,False,True,пр-кт Победы,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 7, 'we': '19:00', 'ws': '09:00'}]"
695,г. Архангельск,-,г. Архангельск пр-кт Ленинградский 38 -,38,64.524293,40.602788,,2018-06-09 00:00:00,2071499,г Архангельск пр-кт Ленинградский 38 - ТЦ Макси,,88001000800,False,1,521531,29,False,True,пр-кт Ленинградский,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '21:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '21:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '21:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '21:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '21:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '21:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 7, 'we': '21:00', 'ws': '10:00'}]"
696,г. Вятские Поляны,-,г. Вятские Поляны ул. Мира 35в -,35в,56.22409,51.075976,,2018-06-17 00:00:00,2071505,"Вятские Поляны, ул. Мира 35в",,88001000800,False,2,523610,43,False,True,ул. Мира,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 7, 'we': '18:00', 'ws': '09:00'}]"
697,г. Соликамск,-,г. Соликамск ул. 20-летия Победы 117 -,117,59.648161,56.773966,,2018-06-06 00:00:00,2071537,"Соликамск, ул. 20-летия Победы 117",,88001000800,False,3,525340,59,False,True,ул. 20-летия Победы,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': '2020-05-11 21:00:00', 'ds': '2020-04-28 22:00:00', 'rc': 'Указ региональных властей'}","[{'be': None, 'bs': None, 'dn': 1, 'we': '19:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '19:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '19:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '19:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '19:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '18:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 7, 'we': '17:00', 'ws': '10:00'}]"
698,г. Пермь,-,г. Пермь ул Куйбышева 16 -,16,58.008862,56.236351,,2018-06-10 00:00:00,2071577,"Пермь, ул. Куйбышева 16",,88001000800,False,1,525343,59,False,True,ул Куйбышева,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': '2020-06-30 21:00:00', 'ds': '2020-06-14 22:00:00', 'rc': 'указ региональных властей'}","[{'be': None, 'bs': None, 'dn': 1, 'we': '21:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '21:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '21:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '21:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '21:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '21:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 7, 'we': '21:00', 'ws': '10:00'}]"
